대분류,식당 이름,주소,행정구역,지역,전화번호,예약링크
맛집,접시고기 제주점,제주특별자치도 제주시 광양13길 18 (이도이동),제주시,제주시내,,
맛집,곰보숯불갈비,제주특별자치도 제주시 광평동로 40 (노형동),제주시,제주시내,,
맛집,리스투아,제주특별자치도 제주시 구남동2길 19-8 102호 (이도이동),제주시,제주시내,,
맛집,동식당,제주특별자치도 제주시 구남동2길 26 1층 (이도이동),제주시,제주시내,,
맛집,타이거타코,제주특별자치도 제주시 구남동4길 40 1층 (이도이동),제주시,제주시내,,
맛집,이도시장통닭,제주특별자치도 제주시 구남로 47 (이도2동),제주시,제주시내,,
맛집,이웃사촌,제주특별자치도 제주시 구남로2길 29 (이도이동),제주시,제주시내,,
맛집,류빈,제주특별자치도 제주시 구남로6길 12 (이도이동),제주시,제주시내,,
맛집,제주포램,제주특별자치도 제주시 국기중길 4 (연동),제주시,제주시내,,
맛집,노모어블루스,제주특별자치도 제주시 남광로 15 1층 (이도이동),제주시,제주시내,,
맛집,우돈채,제주특별자치도 제주시 남광로2길 17-14 (이도2동),제주시,제주시내,,
맛집,버터투마이브레드,제주특별자치도 제주시 남광북3길 39 (이도이동),제주시,제주시내,,
맛집,갓포아키 제주도점,제주특별자치도 제주시 노연로 80 (연동),제주시,제주시내,,
맛집,시나르,제주특별자치도 제주시 노형10길 3 (노형동),제주시,제주시내,,
맛집,말렛,제주특별자치도 제주시 노형11길 6 1층 (노형동),제주시,제주시내,,
맛집,베이직,제주특별자치도 제주시 노형6길 23 1층 (노형동),제주시,제주시내,,
맛집,노형농원,제주특별자치도 제주시 노형8길 14 1~3층 (노형동),제주시,제주시내,,
맛집,무한조개야,제주특별자치도 제주시 다랑곶2길 4 (노형동),제주시,제주시내,,
맛집,꾸브라꼬숯불두마리치킨 신제주점,제주특별자치도 제주시 다랑곶6길 29 1층 (노형동),제주시,제주시내,,
맛집,행복식당,제주특별자치도 제주시 다랑곶길 23 (노형동),제주시,제주시내,,
맛집,고래콩물,제주특별자치도 제주시 달마루길 10-5 (노형동),제주시,제주시내,,
맛집,숲속의도토리,제주특별자치도 제주시 도근내길 18 (외도일동),제주시,제주시내,,
맛집,탄탄면공방 제주점,제주특별자치도 제주시 도남로 189 106호 (아라일동),제주시,제주시내,,
맛집,만금,제주특별자치도 제주시 도남로15길 11 (도남동),제주시,제주시내,,
맛집,도남오거리식당,제주특별자치도 제주시 도남로6길 16 (도남동),제주시,제주시내,,
맛집,비상식탁,제주특별자치도 제주시 도남로7길 31 1층 (도남동),제주시,제주시내,,
맛집,자순식당,제주특별자치도 제주시 도남로8길 6 (도남동),제주시,제주시내,,
맛집,제주오막집양곱창,제주특별자치도 제주시 도령로 132 (연동),제주시,제주시내,,
맛집,탁탁,제주특별자치도 제주시 동광로6길 29-1 (이도2동),제주시,제주시내,,
맛집,스모키버거,제주특별자치도 제주시 동문로 100 1층 (일도이동),제주시,제주시내,,
맛집,신짜우 베트남 쌀국수,제주특별자치도 제주시 동화로1길 53-1 (화북일동),제주시,제주시내,,
맛집,우럭의숲,제주특별자치도 제주시 무근성3길 9 (삼도이동),제주시,제주시내,,
맛집,유메,제주특별자치도 제주시 무근성7길 23 (삼도이동),제주시,제주시내,,
맛집,봉플라봉뱅,제주특별자치도 제주시 문송1길 6-1 1층 (연동),제주시,제주시내,,
맛집,고슬,제주특별자치도 제주시 문송길 22 1층 (연동),제주시,제주시내,,
맛집,고래콩물 이도점,제주특별자치도 제주시 박성내동길 37-1 (아라이동),제주시,제주시내,,
맛집,101동파스타,제주특별자치도 제주시 박성내서길 12-7 1층 (이도이동),제주시,제주시내,,
맛집,두더지식당제주,제주특별자치도 제주시 박성내서길 14 1층 (이도이동),제주시,제주시내,,
맛집,봉자커피,제주특별자치도 제주시 번영로 540 (봉개동),제주시,제주시내,,
맛집,도토리키친,제주특별자치도 제주시 북성로 59 1층 (삼도이동),제주시,제주시내,,
맛집,천금반점,제주특별자치도 제주시 북성로 7 (삼도2동),제주시,제주시내,,
맛집,슬기식당,제주특별자치도 제주시 사라봉7길 36 (건입동),제주시,제주시내,,
맛집,와랑와랑,제주특별자치도 제주시 산천단동1길 9 (아라일동),제주시,제주시내,,
맛집,꽁양꽁양,제주특별자치도 제주시 산천단동3길 16 (아라일동),제주시,제주시내,,
맛집,배두리광장,제주특별자치도 제주시 삼무로 60 1층 (연동),제주시,제주시내,,
맛집,두루두루식당,제주특별자치도 제주시 삼무로3길 14 (연동),제주시,제주시내,,
맛집,희양양 연동점,제주특별자치도 제주시 삼무로3길 42 (연동),제주시,제주시내,,
맛집,스톤아일랜드 탭하우스,제주특별자치도 제주시 삼무로7길 16 1층 (연동),제주시,제주시내,,
맛집,육회한집,제주특별자치도 제주시 서광로 229 (삼도1동),제주시,제주시내,,
맛집,낫파운드라운지,제주특별자치도 제주시 서광로 250-2 1층 (삼도일동),제주시,제주시내,,
맛집,1080칼국수,제주특별자치도 제주시 서광로13길 3 (삼도1동),제주시,제주시내,,
맛집,Jk피자,제주특별자치도 제주시 서광로29길 3 (이도일동),제주시,제주시내,,
맛집,301호,제주특별자치도 제주시 서광로32길 15 3층 (이도이동),제주시,제주시내,,
맛집,주력,제주특별자치도 제주시 서광로32길 16 1층 (이도이동),제주시,제주시내,,
맛집,옛못잊어감자탕,제주특별자치도 제주시 서광로32길 35 (이도2동),제주시,제주시내,,
맛집,온차,제주특별자치도 제주시 서부두남길 12 1층 (일도일동),제주시,제주시내,,
맛집,효퇴국수,제주특별자치도 제주시 서사로 122-1 (삼도일동),제주시,제주시내,,
맛집,국수랑,제주특별자치도 제주시 서해안로 301-1 (도두이동),제주시,제주시내,,
맛집,반주,제주특별자치도 제주시 성신로1길 21 2층 (연동),제주시,제주시내,,
맛집,슬립인하노이,제주특별자치도 제주시 수덕9길 63 1층 (노형동),제주시,제주시내,,
맛집,슌앤스시,제주특별자치도 제주시 수덕로 4 (노형동),제주시,제주시내,,
맛집,작은밥상,제주특별자치도 제주시 승천로 2 (이도2동),제주시,제주시내,,
맛집,레드제플린,제주특별자치도 제주시 신광로 37 (연동),제주시,제주시내,,
맛집,호박이네,제주특별자치도 제주시 신광로10길 21 1층 (연동),제주시,제주시내,,
맛집,국수몰고랑,제주특별자치도 제주시 신대로10길 41 (연동),제주시,제주시내,,
맛집,낙지로,제주특별자치도 제주시 신대로12길 19 (연동),제주시,제주시내,,
맛집,꼬방,제주특별자치도 제주시 신대로12길 21 (연동),제주시,제주시내,,
맛집,해장길,제주특별자치도 제주시 신대로12길 7 (연동),제주시,제주시내,,
맛집,송쿠쉐,제주특별자치도 제주시 신대로13길 43-8 (연동),제주시,제주시내,,
맛집,종종,제주특별자치도 제주시 신대로16길 28 (연동),제주시,제주시내,,
맛집,세안 아구찜,제주특별자치도 제주시 신대로20길 12 (연동),제주시,제주시내,,
맛집,마마손칼국수,제주특별자치도 제주시 신대로8길 34 (연동),제주시,제주시내,,
맛집,퍼틴 제주점,제주특별자치도 제주시 신대로9길 21-1 1층 (연동),제주시,제주시내,,
맛집,도남황금갈비,제주특별자치도 제주시 신성로 98 (도남동),제주시,제주시내,,
맛집,수라상,제주특별자치도 제주시 연동10길 36 (연동),제주시,제주시내,,
맛집,둘이두리,제주특별자치도 제주시 연동10길 7 (연동),제주시,제주시내,,
맛집,연동계수나무집,제주특별자치도 제주시 연동11길 39 (연동),제주시,제주시내,,
맛집,쿠야,제주특별자치도 제주시 연동11길 39 1층 (연동),제주시,제주시내,,
맛집,담이자카야,제주특별자치도 제주시 연동4길 36 뜨레모아9차아파트상가 1층 (연동),제주시,제주시내,,
맛집,호야네꼬마김밥,제주특별자치도 제주시 연동9길 18 1층 (연동),제주시,제주시내,,
맛집,한양식당,제주특별자치도 제주시 연신로 35 (일도2동),제주시,제주시내,,
맛집,제주연탄길,제주특별자치도 제주시 연화남길 10 1층 (연동),제주시,제주시내,,
맛집,제주대통 고사리막창순대,제주특별자치도 제주시 연화로2길 18 1층 (연동),제주시,제주시내,,
맛집,우수미회센터,제주특별자치도 제주시 연화로2길 24-1 1층 (연동),제주시,제주시내,,
맛집,가야복집,제주특별자치도 제주시 오복2길 35 (이도이동),제주시,제주시내,,
맛집,말차이트,제주특별자치도 제주시 우도면 우도해안길 32-24 101동 2층 (우도면),제주시,제주시내,,
맛집,온에어,제주특별자치도 제주시 우정로12길 3 1층 (외도일동),제주시,제주시내,,
맛집,외도가마솥밥,제주특별자치도 제주시 우정로6길 11 (외도일동),제주시,제주시내,,
맛집,탱테일,제주특별자치도 제주시 원노형5길 19 (노형동),제주시,제주시내,,
맛집,제주모다정,제주특별자치도 제주시 원노형6길 12 (노형동),제주시,제주시내,,
맛집,다미야,제주특별자치도 제주시 원노형6길 24 (노형동),제주시,제주시내,,
맛집,순화국수,제주특별자치도 제주시 원노형8길 26 (노형동),제주시,제주시내,,
맛집,평담옥,제주특별자치도 제주시 원노형로 66 (노형동),제주시,제주시내,,
맛집,노형막창고을,제주특별자치도 제주시 월랑로10길 36 (노형동),제주시,제주시내,,
맛집,마구이양구이,제주특별자치도 제주시 월랑로2길 18 (노형동),제주시,제주시내,,
맛집,슈퍼보틀,제주특별자치도 제주시 은남1길 46 1층 (연동),제주시,제주시내,,
맛집,풍촌식당,제주특별자치도 제주시 은남2길 28 (연동),제주시,제주시내,,
맛집,폴레,제주특별자치도 제주시 은남3길 33 (연동),제주시,제주시내,,
맛집,제주정곱창,제주특별자치도 제주시 은남4길 31 (연동),제주시,제주시내,,
맛집,꼼닭,제주특별자치도 제주시 은남길 33 1층 (연동),제주시,제주시내,,
맛집,홍키호테,제주특별자치도 제주시 인다14길 40 (아라일동),제주시,제주시내,,
맛집,도르다이닝,제주특별자치도 제주시 인다2길 65 1층 (아라일동),제주시,제주시내,,
맛집,고고리식당,제주특별자치도 제주시 인다5길 11-10 (아라일동),제주시,제주시내,,
맛집,모어댄댓,제주특별자치도 제주시 인다5길 12 1층 (아라일동),제주시,제주시내,,
맛집,예서갈비,제주특별자치도 제주시 인다6길 57 (아라일동),제주시,제주시내,,
맛집,장미반점,제주특별자치도 제주시 인다7길 6 (아라일동),제주시,제주시내,,
맛집,데스띠노,제주특별자치도 제주시 인다8길 46 (아라일동),제주시,제주시내,,
맛집,스시러브,제주특별자치도 제주시 절물1길 25 (외도일동),제주시,제주시내,,
맛집,시인의마을,제주특별자치도 제주시 정존1길 27 1층 (노형동),제주시,제주시내,,
맛집,천하장사뷔페,제주특별자치도 제주시 제원1길 23 102호 (연동),제주시,제주시내,,
맛집,보편적인노래,제주특별자치도 제주시 제원길 14 2층 (연동),제주시,제주시내,,
맛집,어디가맨 아라점,제주특별자치도 제주시 중앙로 537 (아라일동),제주시,제주시내,,
맛집,두리칼국수,제주특별자치도 제주시 진군2길 23-4 1층 (노형동),제주시,제주시내,,
맛집,수너베러,제주특별자치도 제주시 천수동로2길 29 (일도2동),제주시,제주시내,,
맛집,카고크루즈,제주특별자치도 제주시 탑동로 43 2층 (삼도이동),제주시,제주시내,,
맛집,지오포카치아,제주특별자치도 제주시 테우해안로 136 1층 (이호일동),제주시,제주시내,,
맛집,굽써,제주특별자치도 제주시 테우해안로 138 1층 (이호일동),제주시,제주시내,,
맛집,강윤구스시야,제주특별자치도 제주시 화삼북로 135 2층 (삼양이동),제주시,제주시내,,
맛집,와흘밥상,제주 제주시 조천읍 남조로 2228 (조천읍 와흘리),제주시,조천,,
맛집,선흘곶,제주 제주시 조천읍 동백로 102 (조천읍 선흘리),제주시,조천,,
맛집,선하다선,제주 제주시 조천읍 북선로 322-15 B동 1층 (조천읍 선흘리),제주시,조천,,
맛집,오래된구름,제주 제주시 조천읍 북선로 372 1층 (조천읍 선흘리),제주시,조천,,
맛집,선흘방주할머니식당,제주 제주시 조천읍 선교로 212 (조천읍 선흘리),제주시,조천,,
맛집,상춘재,제주 제주시 조천읍 선진길 26 (조천읍 선흘리),제주시,조천,,
맛집,행운손맛,제주 제주시 조천읍 신북로 224-1 (조천읍 조천리),제주시,조천,,
맛집,석볶이,제주 제주시 조천읍 신북로 237 (조천읍 조천리),제주시,조천,,
맛집,꿉자,제주 제주시 조천읍 신북로 249 (조천읍 조천리),제주시,조천,,
맛집,주주키친,제주 제주시 조천읍 신북로 481-3 2층 (조천읍 함덕리),제주시,조천,,
맛집,나도섬이다,제주 제주시 조천읍 신북로 521 (조천읍 함덕리),제주시,조천,,
맛집,버드나무집,제주 제주시 조천읍 신북로 540 (조천읍 함덕리),제주시,조천,,
맛집,옥이이모,제주 제주시 조천읍 신북로 86 101호 (조천읍 신촌리),제주시,조천,,
맛집,맹기리수산,제주 제주시 조천읍 신촌5길 58-2 (조천읍 신촌리),제주시,조천,,
맛집,동카름,제주 제주시 조천읍 신촌9길 40-3 (조천읍 신촌리),제주시,조천,,
맛집,달그락식탁,제주 제주시 조천읍 신흥로 2 (조천읍 신흥리),제주시,조천,,
맛집,고두물식당,제주 제주시 조천읍 일주동로 1180 (조천읍 함덕리),제주시,조천,,
맛집,친구테이블,제주 제주시 조천읍 함덕12길 12 (조천읍 함덕리),제주시,조천,,
맛집,49제곱미터,제주 제주시 조천읍 함덕27길 32-4 (조천읍 함덕리),제주시,조천,,
맛집,조호바루,제주 제주시 조천읍 함덕6길 16 한창퀸즈빌 1층 (조천읍 함덕리),제주시,조천,,
맛집,달사막,제주 제주시 조천읍 함덕로 26 1층 (조천읍 함덕리),제주시,조천,,
맛집,램앤블랙 (구.램하우스),제주특별자치도 제주시 조천읍 교래1길 45 (조천읍),제주시,조천,,
맛집,각지불,제주특별자치도 제주시 조천읍 남조로 1751 (조천읍 교래리),제주시,조천,,
맛집,뜰향기,제주특별자치도 제주시 조천읍 남조로 2326 (조천읍 와흘리),제주시,조천,,
맛집,라멩하우스,제주특별자치도 제주시 조천읍 북촌7길 7 (조천읍),제주시,조천,,
맛집,상상 함덕점,제주특별자치도 제주시 조천읍 신북로 487 1층 (조천읍),제주시,조천,,
맛집,함덕487,제주특별자치도 제주시 조천읍 신북로 487 1층 (조천읍),제주시,조천,,
맛집,도로록,제주특별자치도 제주시 조천읍 신북로 494-2 (조천읍 함덕리),제주시,조천,,
맛집,아카이브,제주특별자치도 제주시 조천읍 와선로 204 1층 (조천읍),제주시,조천,,
맛집,조천수산,제주특별자치도 제주시 조천읍 조천북1길 35-8 (조천읍 조천리),제주시,조천,,
맛집,풀왓,제주특별자치도 제주시 조천읍 중산간동로 663-2 대흘프로방스2차 2동 (조천읍 대흘리),제주시,조천,,
맛집,타무라,제주특별자치도 제주시 조천읍 중산간동로 670 (조천읍 대흘리),제주시,조천,,
맛집,매우릉쭈꾸미,제주특별자치도 제주시 조천읍 함덕16길 11 (조천읍 함덕리),제주시,조천,,
맛집,이로운술상,제주특별자치도 제주시 조천읍 함덕16길 44 (조천읍),제주시,조천,,
맛집,골목,제주특별자치도 제주시 조천읍 함덕7길 6-14 (조천읍 함덕리),제주시,조천,,
